season_id,orchard_id,harvest_year,window_type,role,boundary_training_years,metric_training_years,induction_metric_spec,chain_trace,feature_status,prediction_context,induction_temperature_metric,induction_water_balance_mm,flowering_precipitation_hours,fruit_gdd,fruit_heat_days,flowering_radiation_mean,predicted_inflorescence_date_offset,predicted_full_bloom_date_offset,induction_start,induction_end,flowering_start,flowering_end,fruit_development_start,fruit_development_end,outer_holdout_year
hongming_2022,hongming,2022,W3-PRED,evaluation,2023;2024;2025;2026,2023;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 65.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 421.8500000000017, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1440.3999999999987, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,65,177.99,374,1079,10,11.52561404,10,66,2021-09-10,2022-01-11,2022-01-11,2022-03-08,2022-03-08,2022-05-20,2022
luhong_2022,luhong,2022,W3-PRED,evaluation,2023;2024;2025;2026,2023;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 37.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 338.7000000000012, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1588.749999999999, ""training_season_ids"": [""bannei_2023"", ""bannei_2024"", ""bannei_2026"", ""hongming_2023"", ""hongming_2024"", ""luhong_2023"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,37,281.07,143,1165.7,0,12.85457143,-5,29,2021-08-28,2021-12-27,2021-12-27,2022-01-30,2022-01-30,2022-04-28,2022
bannei_2022,bannei,2022,W3-PRED,training,2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 118.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1119.9000000000005, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,62,154.78,424,993.2,0,11.11434783,20,65,2021-09-25,2022-01-21,2022-01-21,2022-03-07,2022-03-07,2022-05-16,2023
bannei_2024,bannei,2024,W3-PRED,training,2022;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 112.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 472.2000000000014, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1016.3499999999956, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,42,177.94,273,1032.3,5,13.02478261,14,59,2023-09-25,2024-01-15,2024-01-15,2024-02-29,2024-02-29,2024-05-05,2023
bannei_2026,bannei,2026,W3-PRED,training,2022;2024;2025,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 60.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 737.0500000000052, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1324.050000000008, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,60,255.75,112,1007.4,4,15.50978261,19,64,2025-09-25,2026-01-20,2026-01-20,2026-03-06,2026-03-06,2026-05-10,2023
hongming_2022,hongming,2022,W3-PRED,training,2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 127.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 45.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1233.5000000000018, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,69,171.35,330,1097,10,10.815,14,59,2021-09-10,2022-01-15,2022-01-15,2022-03-01,2022-03-01,2022-05-15,2023
hongming_2024,hongming,2024,W3-PRED,training,2022;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 117.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 530.9000000000001, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 997.1999999999994, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,57,118.28,143,1007.7,25,13.2672549,14,64,2023-09-20,2024-01-15,2024-01-15,2024-03-05,2024-03-05,2024-05-03,2023
luhong_2022,luhong,2022,W3-PRED,training,2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 133.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P2-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P2-B0""}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 30.0, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 8}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1400.7000000000007, ""training_season_ids"": [""bannei_2024"", ""bannei_2026"", ""hongming_2024"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,49,249.9,188,1235.6,0,12.81354839,7,37,2021-08-28,2022-01-08,2022-01-08,2022-02-07,2022-02-07,2022-05-08,2023
luhong_2024,luhong,2024,W3-PRED,training,2022;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 129.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 494.5999999999949, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1083.8000000000102, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,35,313.56,160,1097.1,0,14.53790698,11,53,2023-09-05,2024-01-12,2024-01-12,2024-02-23,2024-02-23,2024-05-03,2023
luhong_2025,luhong,2025,W3-PRED,training,2022;2024;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 369.41000000000076, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 402.5999999999949, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1643.699999999997, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2026""], ""training_years"": [2022, 2024, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,29,382.96,59,1224.6,0,14.16627451,-2,48,2024-09-05,2024-12-30,2024-12-30,2025-02-18,2025-02-18,2025-05-15,2023
luhong_2026,luhong,2026,W3-PRED,training,2022;2024;2025,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-D1"", ""spec"": {""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 44.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 501.49999999999636, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 5}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1483.8000000000102, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025""], ""training_years"": [2022, 2024, 2025]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,44,732.31,38,1117.3,0,15.73096774,12,42,2025-08-25,2026-01-13,2026-01-13,2026-02-12,2026-02-12,2026-04-29,2023
bannei_2023,bannei,2023,W3-PRED,evaluation,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 713.1800000000003, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 380.40000000000146, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 67.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,49,166.55,227,1015.4,2,14.51365385,15,66,2022-09-25,2023-01-16,2023-01-16,2023-03-08,2023-03-08,2023-05-14,2023
hongming_2023,hongming,2023,W3-PRED,evaluation,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 661.7050000000008, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 413.8000000000013, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 66.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,51,148.19,222,945,10,12.04283019,2,54,2022-09-20,2023-01-03,2023-01-03,2023-02-24,2023-02-24,2023-05-01,2023
luhong_2023,luhong,2023,W3-PRED,evaluation,2022;2024;2025;2026,2022;2024;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-H3"", ""spec"": {""kind"": ""triangular_hour"", ""lower"": 5, ""model_id"": ""P1-H3"", ""optimum"": 15, ""upper"": 25}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 386.1450000000003, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 12}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 343.54999999999836, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 79.5, ""training_season_ids"": [""bannei_2022"", ""bannei_2024"", ""bannei_2026"", ""hongming_2022"", ""hongming_2024"", ""luhong_2022"", ""luhong_2024"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2024, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,31,242.78,87,1131.9,0,12.53809524,-2,39,2022-08-28,2022-12-30,2022-12-30,2023-02-09,2023-02-09,2023-04-30,2023
bannei_2022,bannei,2022,W3-PRED,training,2023;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 112.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 15}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 240.150000000001, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}, {""model_id"": ""P3-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P3-B0""}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 70.0, ""training_season_ids"": [""bannei_2023"", ""bannei_2026"", ""hongming_2023"", ""luhong_2023"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2023, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,56,164.47,462,1000.7,0,11.71833333,14,67,2021-09-25,2022-01-15,2022-01-15,2022-03-09,2022-03-09,2022-05-18,2024
bannei_2023,bannei,2023,W3-PRED,training,2022;2025;2026,2022;2023;2025;2026,"{""kind"": ""cold_count_day"", ""model_id"": ""P1-D1"", ""temperature"": 22, ""variable"": ""tmin_c""}","[{""model_id"": ""P1-B0"", ""spec"": {""kind"": ""duration"", ""model_id"": ""P1-B0""}, ""status"": ""predicted"", ""task"": ""P1"", ""threshold"": 112.0, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P2-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P2-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P2"", ""threshold"": 472.2000000000014, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}, {""model_id"": ""P3-M1"", ""spec"": {""kind"": ""gdd"", ""model_id"": ""P3-M1"", ""temperature"": 10}, ""status"": ""predicted"", ""task"": ""P3"", ""threshold"": 1016.3499999999956, ""training_season_ids"": [""bannei_2022"", ""bannei_2026"", ""hongming_2022"", ""luhong_2022"", ""luhong_2025"", ""luhong_2026""], ""training_years"": [2022, 2025, 2026]}]",complete,realized_weather_conditional; W2_has_observed_future_boundaries,48,163.85,244,1021.2,2,14.13313725,14,64,2022-09-25,2023-01-15,2023-01-15,2023-03-06,2023-03-06,2023-05-13,2024
