orchard_id,harvest_year,date,variable,value
bannei,2022,2021-12-02,tmean_c,18.4
bannei,2022,2021-12-03,tmean_c,17
bannei,2022,2021-12-04,tmean_c,17.2
bannei,2022,2021-12-05,tmean_c,19.6
bannei,2022,2021-12-06,tmean_c,18
bannei,2022,2021-12-07,tmean_c,17.8
bannei,2022,2021-12-08,tmean_c,22.1
bannei,2022,2021-12-09,tmean_c,21.4
bannei,2022,2021-12-10,tmean_c,20.2
bannei,2022,2021-12-11,tmean_c,20.6
bannei,2022,2021-12-12,tmean_c,20.6
bannei,2022,2021-12-13,tmean_c,19.4
bannei,2022,2021-12-14,tmean_c,19.2
bannei,2022,2021-12-15,tmean_c,21.2
bannei,2022,2021-12-16,tmean_c,22.6
bannei,2022,2021-12-17,tmean_c,22.5
bannei,2022,2021-12-18,tmean_c,19.3
bannei,2022,2021-12-19,tmean_c,18.4
bannei,2022,2021-12-20,tmean_c,16.6
bannei,2022,2021-12-21,tmean_c,16.6
bannei,2022,2021-12-22,tmean_c,19
bannei,2022,2021-12-23,tmean_c,20.6
bannei,2022,2021-12-24,tmean_c,21.5
bannei,2022,2021-12-25,tmean_c,20.7
bannei,2022,2021-12-26,tmean_c,18.3
bannei,2022,2021-12-27,tmean_c,15.7
bannei,2022,2021-12-28,tmean_c,16.7
bannei,2022,2021-12-29,tmean_c,18.8
bannei,2022,2021-12-30,tmean_c,17.9
bannei,2022,2021-12-31,tmean_c,18.7
bannei,2022,2022-01-01,tmean_c,19.9
bannei,2022,2022-01-02,tmean_c,19.8
bannei,2022,2022-01-03,tmean_c,19.6
bannei,2022,2022-01-04,tmean_c,20.5
bannei,2022,2022-01-05,tmean_c,21.1
bannei,2022,2022-01-06,tmean_c,20.8
bannei,2022,2022-01-07,tmean_c,20.8
bannei,2022,2022-01-08,tmean_c,20.3
bannei,2022,2022-01-09,tmean_c,20.8
bannei,2022,2022-01-10,tmean_c,22.2
bannei,2022,2022-01-11,tmean_c,17.5
bannei,2022,2022-01-12,tmean_c,19
bannei,2022,2022-01-13,tmean_c,18.5
bannei,2022,2022-01-14,tmean_c,20.2
bannei,2022,2022-01-15,tmean_c,22.1
bannei,2022,2022-01-16,tmean_c,22.6
bannei,2022,2022-01-17,tmean_c,20.8
bannei,2022,2022-01-18,tmean_c,17.1
bannei,2022,2022-01-19,tmean_c,17.9
bannei,2022,2022-01-20,tmean_c,18.8
bannei,2022,2022-01-21,tmean_c,19.9
bannei,2022,2022-01-22,tmean_c,21.7
bannei,2022,2022-01-23,tmean_c,22.7
bannei,2022,2022-01-24,tmean_c,21.4
bannei,2022,2022-01-25,tmean_c,21.5
bannei,2022,2022-01-26,tmean_c,21.8
bannei,2022,2022-01-27,tmean_c,21.9
bannei,2022,2022-01-28,tmean_c,21.9
bannei,2022,2022-01-29,tmean_c,21.5
bannei,2022,2022-01-30,tmean_c,16.7
bannei,2022,2022-01-31,tmean_c,18.6
bannei,2022,2022-02-01,tmean_c,NA
bannei,2022,2022-02-02,tmean_c,NA
bannei,2022,2022-02-03,tmean_c,NA
bannei,2022,2022-02-04,tmean_c,NA
bannei,2022,2022-02-05,tmean_c,NA
bannei,2022,2022-02-06,tmean_c,NA
bannei,2022,2022-02-07,tmean_c,NA
bannei,2022,2022-02-08,tmean_c,NA
bannei,2022,2022-02-09,tmean_c,NA
bannei,2022,2022-02-10,tmean_c,NA
bannei,2022,2022-02-11,tmean_c,NA
bannei,2022,2022-02-12,tmean_c,NA
bannei,2022,2022-02-13,tmean_c,NA
bannei,2022,2022-02-14,tmean_c,NA
bannei,2022,2022-02-15,tmean_c,NA
bannei,2022,2022-02-16,tmean_c,NA
bannei,2022,2022-02-17,tmean_c,NA
bannei,2022,2022-02-18,tmean_c,NA
bannei,2022,2022-02-19,tmean_c,NA
bannei,2022,2022-02-20,tmean_c,NA
bannei,2022,2022-02-21,tmean_c,NA
bannei,2022,2022-02-22,tmean_c,NA
bannei,2022,2022-02-23,tmean_c,NA
bannei,2022,2022-02-24,tmean_c,NA
bannei,2022,2022-02-25,tmean_c,NA
bannei,2022,2022-02-26,tmean_c,NA
bannei,2022,2022-02-27,tmean_c,NA
bannei,2022,2022-02-28,tmean_c,NA
bannei,2022,2022-03-01,tmean_c,NA
bannei,2022,2022-03-02,tmean_c,NA
bannei,2022,2022-03-03,tmean_c,NA
bannei,2022,2022-03-04,tmean_c,NA
bannei,2022,2022-03-05,tmean_c,NA
bannei,2022,2022-03-06,tmean_c,NA
bannei,2022,2022-03-07,tmean_c,NA
bannei,2022,2022-03-08,tmean_c,NA
bannei,2022,2022-03-09,tmean_c,NA
bannei,2022,2022-03-10,tmean_c,NA
bannei,2022,2022-03-11,tmean_c,NA
bannei,2022,2022-03-12,tmean_c,NA
bannei,2022,2022-03-13,tmean_c,NA
bannei,2022,2022-03-14,tmean_c,NA
bannei,2022,2022-03-15,tmean_c,NA
bannei,2022,2022-03-16,tmean_c,NA
bannei,2022,2022-03-17,tmean_c,NA
bannei,2022,2022-03-18,tmean_c,NA
bannei,2022,2022-03-19,tmean_c,NA
bannei,2022,2022-03-20,tmean_c,NA
bannei,2022,2022-03-21,tmean_c,NA
bannei,2022,2022-03-22,tmean_c,NA
bannei,2022,2022-03-23,tmean_c,NA
bannei,2022,2022-03-24,tmean_c,NA
bannei,2022,2022-03-25,tmean_c,NA
bannei,2022,2022-03-26,tmean_c,NA
bannei,2022,2022-03-27,tmean_c,NA
bannei,2022,2022-03-28,tmean_c,NA
bannei,2022,2022-03-29,tmean_c,NA
bannei,2022,2022-03-30,tmean_c,NA
bannei,2022,2022-03-31,tmean_c,NA
bannei,2022,2022-04-01,tmean_c,NA
bannei,2022,2022-04-02,tmean_c,NA
bannei,2022,2022-04-03,tmean_c,NA
bannei,2022,2022-04-04,tmean_c,NA
bannei,2022,2022-04-05,tmean_c,NA
bannei,2022,2022-04-06,tmean_c,NA
bannei,2022,2022-04-07,tmean_c,NA
bannei,2022,2022-04-08,tmean_c,NA
bannei,2022,2022-04-09,tmean_c,NA
bannei,2022,2022-04-10,tmean_c,NA
bannei,2022,2022-04-11,tmean_c,NA
bannei,2022,2022-04-12,tmean_c,NA
bannei,2022,2022-04-13,tmean_c,NA
bannei,2022,2022-04-14,tmean_c,NA
bannei,2022,2022-04-15,tmean_c,NA
bannei,2022,2022-04-16,tmean_c,NA
bannei,2022,2022-04-17,tmean_c,NA
bannei,2022,2022-04-18,tmean_c,NA
bannei,2022,2022-04-19,tmean_c,NA
bannei,2022,2022-04-20,tmean_c,NA
bannei,2022,2022-04-21,tmean_c,NA
bannei,2022,2022-04-22,tmean_c,NA
bannei,2022,2022-04-23,tmean_c,NA
bannei,2022,2022-04-24,tmean_c,NA
bannei,2022,2022-04-25,tmean_c,NA
bannei,2022,2022-04-26,tmean_c,NA
bannei,2022,2022-04-27,tmean_c,NA
bannei,2022,2022-04-28,tmean_c,NA
bannei,2022,2022-04-29,tmean_c,NA
bannei,2022,2022-04-30,tmean_c,NA
bannei,2022,2022-05-01,tmean_c,NA
bannei,2022,2022-05-02,tmean_c,NA
bannei,2022,2022-05-03,tmean_c,NA
bannei,2022,2022-05-04,tmean_c,NA
bannei,2022,2022-05-05,tmean_c,NA
bannei,2022,2022-05-06,tmean_c,NA
bannei,2022,2022-05-07,tmean_c,NA
bannei,2022,2022-05-08,tmean_c,NA
bannei,2022,2022-05-09,tmean_c,NA
bannei,2022,2022-05-10,tmean_c,NA
bannei,2022,2022-05-11,tmean_c,NA
bannei,2022,2022-05-12,tmean_c,NA
bannei,2022,2022-05-13,tmean_c,NA
bannei,2022,2022-05-14,tmean_c,NA
bannei,2022,2022-05-15,tmean_c,NA
bannei,2022,2022-05-16,tmean_c,NA
bannei,2022,2022-05-17,tmean_c,NA
bannei,2022,2022-05-18,tmean_c,NA
bannei,2022,2022-05-19,tmean_c,NA
bannei,2022,2022-05-20,tmean_c,NA
bannei,2022,2022-05-21,tmean_c,NA
bannei,2022,2022-05-22,tmean_c,NA
bannei,2022,2022-05-23,tmean_c,NA
bannei,2022,2022-05-24,tmean_c,NA
bannei,2022,2022-05-25,tmean_c,NA
bannei,2022,2022-05-26,tmean_c,NA
bannei,2022,2022-05-27,tmean_c,NA
bannei,2022,2022-05-28,tmean_c,NA
bannei,2022,2022-05-29,tmean_c,NA
bannei,2022,2022-05-30,tmean_c,NA
bannei,2022,2022-05-31,tmean_c,NA
bannei,2022,2022-06-01,tmean_c,NA
bannei,2022,2021-08-01,precip_mm,NA
bannei,2022,2021-08-02,precip_mm,NA
bannei,2022,2021-08-03,precip_mm,NA
bannei,2022,2021-08-04,precip_mm,NA
bannei,2022,2021-08-05,precip_mm,NA
bannei,2022,2021-08-06,precip_mm,NA
bannei,2022,2021-08-07,precip_mm,NA
bannei,2022,2021-08-08,precip_mm,NA
bannei,2022,2021-08-09,precip_mm,NA
bannei,2022,2021-08-10,precip_mm,NA
bannei,2022,2021-08-11,precip_mm,NA
bannei,2022,2021-08-12,precip_mm,NA
bannei,2022,2021-08-13,precip_mm,NA
bannei,2022,2021-08-14,precip_mm,NA
bannei,2022,2021-08-15,precip_mm,NA
bannei,2022,2021-08-16,precip_mm,NA
bannei,2022,2021-08-17,precip_mm,NA
bannei,2022,2021-08-18,precip_mm,NA
bannei,2022,2021-08-19,precip_mm,NA
bannei,2022,2021-08-20,precip_mm,NA
bannei,2022,2021-08-21,precip_mm,NA
bannei,2022,2021-08-22,precip_mm,NA
bannei,2022,2021-08-23,precip_mm,NA
bannei,2022,2021-08-24,precip_mm,NA
bannei,2022,2021-08-25,precip_mm,NA
bannei,2022,2021-08-26,precip_mm,NA
bannei,2022,2021-08-27,precip_mm,NA
bannei,2022,2021-08-28,precip_mm,NA
bannei,2022,2021-08-29,precip_mm,NA
bannei,2022,2021-08-30,precip_mm,NA
bannei,2022,2021-08-31,precip_mm,NA
bannei,2022,2021-09-01,precip_mm,NA
bannei,2022,2021-09-02,precip_mm,NA
bannei,2022,2021-09-03,precip_mm,NA
bannei,2022,2021-09-04,precip_mm,NA
bannei,2022,2021-09-05,precip_mm,NA
bannei,2022,2021-09-06,precip_mm,NA
bannei,2022,2021-09-07,precip_mm,NA
bannei,2022,2021-09-08,precip_mm,NA
bannei,2022,2021-09-09,precip_mm,NA
bannei,2022,2021-09-10,precip_mm,NA
bannei,2022,2021-09-11,precip_mm,NA
bannei,2022,2021-09-12,precip_mm,NA
bannei,2022,2021-09-13,precip_mm,NA
bannei,2022,2021-09-14,precip_mm,NA
bannei,2022,2021-09-15,precip_mm,NA
bannei,2022,2021-09-16,precip_mm,NA
bannei,2022,2021-09-17,precip_mm,NA
bannei,2022,2021-09-18,precip_mm,NA
bannei,2022,2021-09-19,precip_mm,NA
bannei,2022,2021-09-20,precip_mm,NA
bannei,2022,2021-09-21,precip_mm,NA
bannei,2022,2021-09-22,precip_mm,NA
bannei,2022,2021-09-23,precip_mm,NA
bannei,2022,2021-09-24,precip_mm,NA
bannei,2022,2021-09-25,precip_mm,NA
bannei,2022,2021-09-26,precip_mm,NA
bannei,2022,2021-09-27,precip_mm,NA
bannei,2022,2021-09-28,precip_mm,NA
bannei,2022,2021-09-29,precip_mm,NA
bannei,2022,2021-09-30,precip_mm,NA
bannei,2022,2021-10-01,precip_mm,0
bannei,2022,2021-10-02,precip_mm,0
bannei,2022,2021-10-03,precip_mm,0
bannei,2022,2021-10-04,precip_mm,16.2
bannei,2022,2021-10-05,precip_mm,90
bannei,2022,2021-10-06,precip_mm,6.1
bannei,2022,2021-10-07,precip_mm,22.5
bannei,2022,2021-10-08,precip_mm,216.3
bannei,2022,2021-10-09,precip_mm,72.7
bannei,2022,2021-10-10,precip_mm,5.1
bannei,2022,2021-10-11,precip_mm,3.6
bannei,2022,2021-10-12,precip_mm,0
bannei,2022,2021-10-13,precip_mm,48.1
bannei,2022,2021-10-14,precip_mm,15.2
bannei,2022,2021-10-15,precip_mm,98.5
bannei,2022,2021-10-16,precip_mm,18.2
bannei,2022,2021-10-17,precip_mm,3.1
bannei,2022,2021-10-18,precip_mm,51.4
bannei,2022,2021-10-19,precip_mm,7.1
bannei,2022,2021-10-20,precip_mm,0.1
bannei,2022,2021-10-21,precip_mm,5.9
bannei,2022,2021-10-22,precip_mm,9.5
bannei,2022,2021-10-23,precip_mm,0.9
bannei,2022,2021-10-24,precip_mm,0.5
bannei,2022,2021-10-25,precip_mm,0
bannei,2022,2021-10-26,precip_mm,0
bannei,2022,2021-10-27,precip_mm,20.1
bannei,2022,2021-10-28,precip_mm,80.6
bannei,2022,2021-10-29,precip_mm,3.1
bannei,2022,2021-10-30,precip_mm,2
bannei,2022,2021-10-31,precip_mm,0.5
bannei,2022,2021-11-01,precip_mm,2.6
bannei,2022,2021-11-02,precip_mm,12.2
bannei,2022,2021-11-03,precip_mm,55.8
bannei,2022,2021-11-04,precip_mm,0.1
bannei,2022,2021-11-05,precip_mm,0.1
bannei,2022,2021-11-06,precip_mm,0
bannei,2022,2021-11-07,precip_mm,0
bannei,2022,2021-11-08,precip_mm,0
bannei,2022,2021-11-09,precip_mm,0
bannei,2022,2021-11-10,precip_mm,0
bannei,2022,2021-11-11,precip_mm,0
bannei,2022,2021-11-12,precip_mm,0
bannei,2022,2021-11-13,precip_mm,0
bannei,2022,2021-11-14,precip_mm,0
bannei,2022,2021-11-15,precip_mm,0
bannei,2022,2021-11-16,precip_mm,0
bannei,2022,2021-11-17,precip_mm,0.9
bannei,2022,2021-11-18,precip_mm,0
bannei,2022,2021-11-19,precip_mm,0
bannei,2022,2021-11-20,precip_mm,0
bannei,2022,2021-11-21,precip_mm,0.6
bannei,2022,2021-11-22,precip_mm,1.2
bannei,2022,2021-11-23,precip_mm,0.7
bannei,2022,2021-11-24,precip_mm,0
bannei,2022,2021-11-25,precip_mm,0
bannei,2022,2021-11-26,precip_mm,0
bannei,2022,2021-11-27,precip_mm,0
bannei,2022,2021-11-28,precip_mm,0
bannei,2022,2021-11-29,precip_mm,0
bannei,2022,2021-11-30,precip_mm,0
bannei,2022,2021-12-01,precip_mm,0
bannei,2022,2021-12-02,precip_mm,0
bannei,2022,2021-12-03,precip_mm,0
bannei,2022,2021-12-04,precip_mm,0
bannei,2022,2021-12-05,precip_mm,0
bannei,2022,2021-12-06,precip_mm,0
bannei,2022,2021-12-07,precip_mm,0
bannei,2022,2021-12-08,precip_mm,2
bannei,2022,2021-12-09,precip_mm,0
bannei,2022,2021-12-10,precip_mm,0
bannei,2022,2021-12-11,precip_mm,5.2
bannei,2022,2021-12-12,precip_mm,0.2
bannei,2022,2021-12-13,precip_mm,0
bannei,2022,2021-12-14,precip_mm,0
bannei,2022,2021-12-15,precip_mm,0
bannei,2022,2021-12-16,precip_mm,0
bannei,2022,2021-12-17,precip_mm,0
bannei,2022,2021-12-18,precip_mm,0
bannei,2022,2021-12-19,precip_mm,0
bannei,2022,2021-12-20,precip_mm,71.4
bannei,2022,2021-12-21,precip_mm,2.7
bannei,2022,2021-12-22,precip_mm,0
bannei,2022,2021-12-23,precip_mm,0.2
bannei,2022,2021-12-24,precip_mm,0.7
bannei,2022,2021-12-25,precip_mm,0.1
bannei,2022,2021-12-26,precip_mm,36.9
bannei,2022,2021-12-27,precip_mm,15.6
bannei,2022,2021-12-28,precip_mm,4.2
bannei,2022,2021-12-29,precip_mm,0.5
bannei,2022,2021-12-30,precip_mm,0
bannei,2022,2021-12-31,precip_mm,0
bannei,2022,2022-01-01,precip_mm,0
bannei,2022,2022-01-02,precip_mm,0
bannei,2022,2022-01-03,precip_mm,0
bannei,2022,2022-01-04,precip_mm,0
bannei,2022,2022-01-05,precip_mm,0
bannei,2022,2022-01-06,precip_mm,0
bannei,2022,2022-01-07,precip_mm,0
bannei,2022,2022-01-08,precip_mm,0
bannei,2022,2022-01-09,precip_mm,0
bannei,2022,2022-01-10,precip_mm,0
bannei,2022,2022-01-11,precip_mm,0.2
bannei,2022,2022-01-12,precip_mm,0
bannei,2022,2022-01-13,precip_mm,0
bannei,2022,2022-01-14,precip_mm,0
bannei,2022,2022-01-15,precip_mm,0
bannei,2022,2022-01-16,precip_mm,0
bannei,2022,2022-01-17,precip_mm,0
bannei,2022,2022-01-18,precip_mm,0
bannei,2022,2022-01-19,precip_mm,0
bannei,2022,2022-01-20,precip_mm,0
bannei,2022,2022-01-21,precip_mm,0
bannei,2022,2022-01-22,precip_mm,0
bannei,2022,2022-01-23,precip_mm,0
bannei,2022,2022-01-24,precip_mm,5.6
bannei,2022,2022-01-25,precip_mm,0.1
bannei,2022,2022-01-26,precip_mm,0
bannei,2022,2022-01-27,precip_mm,0
bannei,2022,2022-01-28,precip_mm,0
bannei,2022,2022-01-29,precip_mm,0.2
bannei,2022,2022-01-30,precip_mm,1.5
bannei,2022,2022-01-31,precip_mm,10.2
bannei,2022,2022-02-01,precip_mm,NA
bannei,2022,2022-02-02,precip_mm,NA
bannei,2022,2022-02-03,precip_mm,NA
bannei,2022,2022-02-04,precip_mm,NA
bannei,2022,2022-02-05,precip_mm,NA
bannei,2022,2022-02-06,precip_mm,NA
bannei,2022,2022-02-07,precip_mm,NA
bannei,2022,2022-02-08,precip_mm,NA
bannei,2022,2022-02-09,precip_mm,NA
bannei,2022,2022-02-10,precip_mm,NA
bannei,2022,2022-02-11,precip_mm,NA
bannei,2022,2022-02-12,precip_mm,NA
bannei,2022,2022-02-13,precip_mm,NA
bannei,2022,2022-02-14,precip_mm,NA
bannei,2022,2022-02-15,precip_mm,NA
bannei,2022,2022-02-16,precip_mm,NA
bannei,2022,2022-02-17,precip_mm,NA
bannei,2022,2022-02-18,precip_mm,NA
bannei,2022,2022-02-19,precip_mm,NA
bannei,2022,2022-02-20,precip_mm,NA
bannei,2022,2022-02-21,precip_mm,NA
bannei,2022,2022-02-22,precip_mm,NA
bannei,2022,2022-02-23,precip_mm,NA
bannei,2022,2022-02-24,precip_mm,NA
bannei,2022,2022-02-25,precip_mm,NA
bannei,2022,2022-02-26,precip_mm,NA
bannei,2022,2022-02-27,precip_mm,NA
bannei,2022,2022-02-28,precip_mm,NA
bannei,2022,2022-03-01,precip_mm,NA
bannei,2022,2022-03-02,precip_mm,NA
bannei,2022,2022-03-03,precip_mm,NA
bannei,2022,2022-03-04,precip_mm,NA
bannei,2022,2022-03-05,precip_mm,NA
bannei,2022,2022-03-06,precip_mm,NA
bannei,2022,2022-03-07,precip_mm,NA
bannei,2022,2022-03-08,precip_mm,NA
bannei,2022,2022-03-09,precip_mm,NA
bannei,2022,2022-03-10,precip_mm,NA
bannei,2022,2022-03-11,precip_mm,NA
bannei,2022,2022-03-12,precip_mm,NA
bannei,2022,2022-03-13,precip_mm,NA
bannei,2022,2022-03-14,precip_mm,NA
bannei,2022,2022-03-15,precip_mm,NA
bannei,2022,2022-03-16,precip_mm,NA
bannei,2022,2022-03-17,precip_mm,NA
bannei,2022,2022-03-18,precip_mm,NA
bannei,2022,2022-03-19,precip_mm,NA
bannei,2022,2022-03-20,precip_mm,NA
bannei,2022,2022-03-21,precip_mm,NA
bannei,2022,2022-03-22,precip_mm,NA
bannei,2022,2022-03-23,precip_mm,NA
bannei,2022,2022-03-24,precip_mm,NA
bannei,2022,2022-03-25,precip_mm,NA
bannei,2022,2022-03-26,precip_mm,NA
bannei,2022,2022-03-27,precip_mm,NA
bannei,2022,2022-03-28,precip_mm,NA
bannei,2022,2022-03-29,precip_mm,NA
bannei,2022,2022-03-30,precip_mm,NA
bannei,2022,2022-03-31,precip_mm,NA
bannei,2022,2022-04-01,precip_mm,NA
bannei,2022,2022-04-02,precip_mm,NA
bannei,2022,2022-04-03,precip_mm,NA
bannei,2022,2022-04-04,precip_mm,NA
bannei,2022,2022-04-05,precip_mm,NA
bannei,2022,2022-04-06,precip_mm,NA
bannei,2022,2022-04-07,precip_mm,NA
bannei,2022,2022-04-08,precip_mm,NA
bannei,2022,2022-04-09,precip_mm,NA
bannei,2022,2022-04-10,precip_mm,NA
bannei,2022,2022-04-11,precip_mm,NA
bannei,2022,2022-04-12,precip_mm,NA
bannei,2022,2022-04-13,precip_mm,NA
bannei,2022,2022-04-14,precip_mm,NA
bannei,2022,2022-04-15,precip_mm,NA
bannei,2022,2022-04-16,precip_mm,NA
bannei,2022,2022-04-17,precip_mm,NA
bannei,2022,2022-04-18,precip_mm,NA
bannei,2022,2022-04-19,precip_mm,NA
bannei,2022,2022-04-20,precip_mm,NA
bannei,2022,2022-04-21,precip_mm,NA
bannei,2022,2022-04-22,precip_mm,NA
bannei,2022,2022-04-23,precip_mm,NA
bannei,2022,2022-04-24,precip_mm,NA
bannei,2022,2022-04-25,precip_mm,NA
bannei,2022,2022-04-26,precip_mm,NA
bannei,2022,2022-04-27,precip_mm,NA
bannei,2022,2022-04-28,precip_mm,NA
bannei,2022,2022-04-29,precip_mm,NA
bannei,2022,2022-04-30,precip_mm,NA
bannei,2022,2022-05-01,precip_mm,NA
bannei,2022,2022-05-02,precip_mm,NA
bannei,2022,2022-05-03,precip_mm,NA
bannei,2022,2022-05-04,precip_mm,NA
bannei,2022,2022-05-05,precip_mm,NA
bannei,2022,2022-05-06,precip_mm,NA
bannei,2022,2022-05-07,precip_mm,NA
bannei,2022,2022-05-08,precip_mm,NA
bannei,2022,2022-05-09,precip_mm,NA
bannei,2022,2022-05-10,precip_mm,NA
bannei,2022,2022-05-11,precip_mm,NA
bannei,2022,2022-05-12,precip_mm,NA
bannei,2022,2022-05-13,precip_mm,NA
bannei,2022,2022-05-14,precip_mm,NA
bannei,2022,2022-05-15,precip_mm,NA
bannei,2022,2022-05-16,precip_mm,NA
bannei,2022,2022-05-17,precip_mm,NA
bannei,2022,2022-05-18,precip_mm,NA
bannei,2022,2022-05-19,precip_mm,NA
bannei,2022,2022-05-20,precip_mm,NA
bannei,2022,2022-05-21,precip_mm,NA
bannei,2022,2022-05-22,precip_mm,NA
bannei,2022,2022-05-23,precip_mm,NA
bannei,2022,2022-05-24,precip_mm,NA
bannei,2022,2022-05-25,precip_mm,NA
